ID;APOIO_ISOL_SOCIAL;COMP_FAM_ISOL_SOCIAL;FAIXA_ETARIA;NIVEL_ISOL_SOCIAL;SEXO
212;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
213;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
214;10;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
215;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
216;7;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
217;10;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
218;10;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
219;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
220;5;6;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
221;10;6;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
222;10;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
223;6;8;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
224;10;7;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
225;10;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
226;0;;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
227;10;8;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
228;0;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
229;10;6;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
230;10;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
231;10;6;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
232;10;8;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
233;9;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
234;0;3;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
235;10;10;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
236;9;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
237;7;8;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
238;10;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
239;4;5;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
240;10;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
241;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
242;7;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
243;5;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
244;5;0;45 a 59 anos;Nao esta fazendo isolamento e nem reduziu o contato social;Masculino
245;8;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
246;0;4;30 a 44 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
247;5;9;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
248;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
249;10;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
250;3;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
251;1;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
252;9;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
253;3;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
254;7;8;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
255;7;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
256;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
257;10;10;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
258;8;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
259;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
260;9;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
261;10;7;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
262;0;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
263;9;9;16 a 29 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
264;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
265;5;8;45 a 59 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
266;10;10;45 a 59 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Feminino
267;5;8;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
268;5;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
269;9;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
270;5;6;60 anos ou mais;Reduziu o contato social, mas nao esta fazendo o isolamento;Masculino
271;10;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
272;9;9;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
273;10;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
274;4;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
275;2;10;Unknown;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Unknown
276;3;4;30 a 44 anos;Nao esta fazendo isolamento e nem reduziu o contato social;Masculino
277;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
278;10;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
279;7;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
280;1;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
281;10;10;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
282;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
283;10;6;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
284;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
285;10;4;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
286;3;4;Unknown;Reduziu o contato social, mas nao esta fazendo o isolamento;Unknown
287;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
288;10;6;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
289;6;7;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
290;8;9;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
291;10;8;16 a 29 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
292;10;7;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
293;1;5;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
294;10;10;60 anos ou mais;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
295;10;10;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
296;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
297;3;10;30 a 44 anos;Nao esta no isolamento porque sua atividade ‚ essencial (M‚dicos, Pol¡cia, Trabalhadores de Supermercado, Farmacias, Outros);Masculino
298;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
299;5;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
300;6;9;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
301;5;9;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
302;10;7;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
303;10;8;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
304;5;5;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
305;2;2;16 a 29 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
306;10;10;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
307;10;3;30 a 44 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
308;2;3;16 a 29 anos;Reduziu o contato social, mas nao esta fazendo o isolamento;Feminino
309;7;8;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Masculino
310;10;10;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
311;10;8;45 a 59 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Feminino
312;0;4;30 a 44 anos;Esta fazendo o isolamento irrestrito e nao sai de casa para nada;Masculino
313;10;10;60 anos ou mais;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
314;10;6;45 a 59 anos;Esta fazendo o isolamento com rigor, mas precisa sair para as atividades essenciais, como supermercado, farmacia, bancos e outros;Feminino
